"blockNum","color","hit","initrt","intervalLength","intervalNum","intervalType","moneyEarned","phase","platform","question","rating","response","rt","sessionNum","stimOn","trialNum","type","uniqueid","word"
1,"blue",1,NA,8000,7,"hard",0,"MainBlock","PROLIFIC",NA,NA,"blue",601,0,1606162248172,3,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","GREEN"
1,"yellow",1,NA,8000,7,"hard",0,"MainBlock","PROLIFIC",NA,NA,"yellow",721,0,1606162248780,4,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","YELLOW"
1,"blue",1,NA,8000,7,"hard",0,"MainBlock","PROLIFIC",NA,NA,"blue",736,0,1606162249509,5,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","RED"
1,"green",1,NA,8000,7,"hard",0,"MainBlock","PROLIFIC",NA,NA,"green",601,0,1606162250252,6,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","YELLOW"
1,"yellow",0,NA,8000,7,"hard",0,"MainBlock","PROLIFIC",NA,NA,"red",668,0,1606162250857,7,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","RED"
1,"green",1,NA,8000,7,"hard",0,"MainBlock","PROLIFIC",NA,NA,"green",797,0,1606162251536,8,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","GREEN"
1,"red",1,NA,8000,7,"hard",0,"MainBlock","PROLIFIC",NA,NA,"red",1058,0,1606162252340,9,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","RED"
1,"green",0,NA,8000,7,"hard",0,"MainBlock","PROLIFIC",NA,NA,"blue",535,0,1606162253406,10,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","BLUE"
1,"red",0,NA,8000,7,"hard",0,"MainBlock","PROLIFIC",NA,NA,"green",368,0,1606162253949,11,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","RED"
1,"green",1,NA,8000,7,"hard",0,"MainBlock","PROLIFIC",NA,NA,"green",576,0,1606162254325,12,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","GREEN"
1,"",NA,NA,8000,7,"hard",0,"MainBlock","PROLIFIC",0,0,"",NA,0,NA,NA,"","5bad4be8b712f30001b87947:TSS-Stress_20201122",""
1,"green",1,NA,8000,8,"hard",0,"MainBlock","PROLIFIC",NA,NA,"green",612,0,1606162262809,1,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","GREEN"
1,"blue",1,NA,8000,8,"hard",0,"MainBlock","PROLIFIC",NA,NA,"blue",576,0,1606162263429,2,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","YELLOW"
1,"red",1,NA,8000,8,"hard",0,"MainBlock","PROLIFIC",NA,NA,"red",681,0,1606162264012,3,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","RED"
1,"blue",1,NA,8000,8,"hard",0,"MainBlock","PROLIFIC",NA,NA,"blue",833,0,1606162264700,4,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","YELLOW"
1,"green",1,NA,8000,8,"hard",0,"MainBlock","PROLIFIC",NA,NA,"green",513,0,1606162265540,5,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","GREEN"
1,"yellow",1,NA,8000,8,"hard",0,"MainBlock","PROLIFIC",NA,NA,"yellow",617,0,1606162266060,6,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","RED"
1,"green",1,NA,8000,8,"hard",0,"MainBlock","PROLIFIC",NA,NA,"green",585,0,1606162266684,7,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","GREEN"
1,"blue",1,NA,8000,8,"hard",0,"MainBlock","PROLIFIC",NA,NA,"blue",577,0,1606162267276,8,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","YELLOW"
1,"red",1,NA,8000,8,"hard",0,"MainBlock","PROLIFIC",NA,NA,"red",616,0,1606162267861,9,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","RED"
1,"yellow",1,NA,8000,8,"hard",0,"MainBlock","PROLIFIC",NA,NA,"yellow",629,0,1606162268488,10,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","GREEN"
1,"green",1,NA,8000,8,"hard",0,"MainBlock","PROLIFIC",NA,NA,"green",561,0,1606162269124,11,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","YELLOW"
1,"red",1,NA,8000,8,"hard",0,"MainBlock","PROLIFIC",NA,NA,"red",672,0,1606162269693,12,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","BLUE"
1,"",NA,NA,8000,8,"hard",0,"MainBlock","PROLIFIC",1,0,"",NA,0,NA,NA,"","5bad4be8b712f30001b87947:TSS-Stress_20201122",""
2,"green",1,NA,8000,1,"easy",0,"MainBlock","PROLIFIC",NA,NA,"green",970,0,1606162288085,1,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","BLUE"
2,"yellow",1,NA,8000,1,"easy",0,"MainBlock","PROLIFIC",NA,NA,"yellow",728,0,1606162289062,2,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","YELLOW"
2,"red",1,NA,8000,1,"easy",0,"MainBlock","PROLIFIC",NA,NA,"red",520,0,1606162289798,3,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","RED"
2,"green",1,NA,8000,1,"easy",0,"MainBlock","PROLIFIC",NA,NA,"green",648,0,1606162290326,4,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","BLUE"
2,"yellow",1,NA,8000,1,"easy",0,"MainBlock","PROLIFIC",NA,NA,"yellow",672,0,1606162290982,5,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","RED"
2,"green",1,NA,8000,1,"easy",0,"MainBlock","PROLIFIC",NA,NA,"green",712,0,1606162291662,6,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","GREEN"
2,"blue",1,NA,8000,1,"easy",0,"MainBlock","PROLIFIC",NA,NA,"blue",560,0,1606162292382,7,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","BLUE"
2,"red",1,NA,8000,1,"easy",0,"MainBlock","PROLIFIC",NA,NA,"red",560,0,1606162292950,8,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","YELLOW"
2,"blue",1,NA,8000,1,"easy",0,"MainBlock","PROLIFIC",NA,NA,"blue",576,0,1606162293518,9,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","BLUE"
2,"green",1,NA,8000,1,"easy",0,"MainBlock","PROLIFIC",NA,NA,"green",576,0,1606162294102,10,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","YELLOW"
2,"yellow",1,NA,8000,1,"easy",0,"MainBlock","PROLIFIC",NA,NA,"yellow",600,0,1606162294686,11,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","RED"
2,"green",1,NA,8000,1,"easy",0,"MainBlock","PROLIFIC",NA,NA,"green",616,0,1606162295294,12,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","BLUE"
2,"",NA,NA,8000,1,"easy",0.024,"MainBlock","PROLIFIC",0,10,"",NA,0,NA,NA,"","5bad4be8b712f30001b87947:TSS-Stress_20201122",""
2,"green",1,NA,8000,2,"easy",0,"MainBlock","PROLIFIC",NA,NA,"green",807,0,1606162304432,1,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","BLUE"
2,"red",1,NA,8000,2,"easy",0,"MainBlock","PROLIFIC",NA,NA,"red",1073,0,1606162305245,2,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","RED"
2,"blue",1,NA,8000,2,"easy",0,"MainBlock","PROLIFIC",NA,NA,"blue",641,0,1606162306325,3,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","BLUE"
2,"red",0,NA,8000,2,"easy",0,"MainBlock","PROLIFIC",NA,NA,"yellow",913,0,1606162306973,4,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","YELLOW"
2,"yellow",1,NA,8000,2,"easy",0,"MainBlock","PROLIFIC",NA,NA,"yellow",715,0,1606162307899,5,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","RED"
2,"blue",1,NA,8000,2,"easy",0,"MainBlock","PROLIFIC",NA,NA,"blue",1145,0,1606162308621,6,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","YELLOW"
2,"red",1,NA,8000,2,"easy",0,"MainBlock","PROLIFIC",NA,NA,"red",632,0,1606162309774,7,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","RED"
2,"blue",1,NA,8000,2,"easy",0,"MainBlock","PROLIFIC",NA,NA,"blue",593,0,1606162310413,8,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","YELLOW"
2,"yellow",1,NA,8000,2,"easy",0,"MainBlock","PROLIFIC",NA,NA,"yellow",936,0,1606162311014,9,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","RED"
2,"",NA,NA,8000,2,"easy",0,"MainBlock","PROLIFIC",0,0.1,"",NA,0,NA,NA,"","5bad4be8b712f30001b87947:TSS-Stress_20201122",""
2,"red",1,NA,8000,3,"easy",0,"MainBlock","PROLIFIC",NA,NA,"red",843,0,1606162320795,1,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","RED"
2,"yellow",1,NA,8000,3,"easy",0,"MainBlock","PROLIFIC",NA,NA,"yellow",679,0,1606162321646,2,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","GREEN"
2,"blue",1,NA,8000,3,"easy",0,"MainBlock","PROLIFIC",NA,NA,"blue",872,0,1606162322333,3,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","BLUE"
2,"yellow",1,NA,8000,3,"easy",0,"MainBlock","PROLIFIC",NA,NA,"yellow",696,0,1606162323213,4,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","RED"
2,"blue",1,NA,8000,3,"easy",0,"MainBlock","PROLIFIC",NA,NA,"blue",560,0,1606162323917,5,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","BLUE"
2,"red",1,NA,8000,3,"easy",0,"MainBlock","PROLIFIC",NA,NA,"red",600,0,1606162324485,6,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","YELLOW"
2,"green",1,NA,8000,3,"easy",0,"MainBlock","PROLIFIC",NA,NA,"green",646,0,1606162325095,7,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","GREEN"
2,"red",1,NA,8000,3,"easy",0,"MainBlock","PROLIFIC",NA,NA,"red",656,0,1606162325749,8,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","YELLOW"
2,"green",1,NA,8000,3,"easy",0,"MainBlock","PROLIFIC",NA,NA,"green",840,0,1606162326413,9,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","GREEN"
2,"yellow",1,NA,8000,3,"easy",0,"MainBlock","PROLIFIC",NA,NA,"yellow",728,0,1606162327261,10,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","RED"
2,"green",1,NA,8000,3,"easy",0,"MainBlock","PROLIFIC",NA,NA,"green",623,0,1606162327998,11,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","GREEN"
2,"",NA,NA,8000,3,"easy",0,"MainBlock","PROLIFIC",1,0,"",NA,0,NA,NA,"","5bad4be8b712f30001b87947:TSS-Stress_20201122",""
2,"red",1,NA,8000,4,"easy",0,"MainBlock","PROLIFIC",NA,NA,"red",877,0,1606162340528,1,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","RED"
2,"yellow",1,NA,8000,4,"easy",0,"MainBlock","PROLIFIC",NA,NA,"yellow",651,0,1606162341410,2,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","BLUE"
2,"green",1,NA,8000,4,"easy",0,"MainBlock","PROLIFIC",NA,NA,"green",649,0,1606162342068,3,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","GREEN"
2,"red",1,NA,8000,4,"easy",0,"MainBlock","PROLIFIC",NA,NA,"red",777,0,1606162342724,4,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","YELLOW"
2,"yellow",1,NA,8000,4,"easy",0,"MainBlock","PROLIFIC",NA,NA,"yellow",585,0,1606162343508,5,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","BLUE"
2,"green",1,NA,8000,4,"easy",0,"MainBlock","PROLIFIC",NA,NA,"green",553,0,1606162344100,6,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","GREEN"
2,"yellow",0,NA,8000,4,"easy",0,"MainBlock","PROLIFIC",NA,NA,"red",762,0,1606162344660,7,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","YELLOW"
2,"blue",1,NA,8000,4,"easy",0,"MainBlock","PROLIFIC",NA,NA,"blue",817,0,1606162345430,8,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","GREEN"
2,"yellow",1,NA,8000,4,"easy",0,"MainBlock","PROLIFIC",NA,NA,"yellow",567,0,1606162346256,9,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","YELLOW"
2,"green",0,NA,8000,4,"easy",0,"MainBlock","PROLIFIC",NA,NA,"red",807,0,1606162346831,10,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","RED"
2,"yellow",1,NA,8000,4,"easy",0,"MainBlock","PROLIFIC",NA,NA,"yellow",576,0,1606162347646,11,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","YELLOW"
2,"",NA,NA,8000,4,"easy",0,"MainBlock","PROLIFIC",1,7.4,"",NA,0,NA,NA,"","5bad4be8b712f30001b87947:TSS-Stress_20201122",""
2,"yellow",1,NA,8000,5,"easy",0,"MainBlock","PROLIFIC",NA,NA,"yellow",650,0,1606162356669,1,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","RED"
2,"blue",1,NA,8000,5,"easy",0,"MainBlock","PROLIFIC",NA,NA,"blue",592,0,1606162357326,2,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","BLUE"
2,"red",1,NA,8000,5,"easy",0,"MainBlock","PROLIFIC",NA,NA,"red",681,0,1606162357925,3,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","RED"
2,"blue",1,NA,8000,5,"easy",0,"MainBlock","PROLIFIC",NA,NA,"blue",593,0,1606162358613,4,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","YELLOW"
2,"green",1,NA,8000,5,"easy",0,"MainBlock","PROLIFIC",NA,NA,"green",552,0,1606162359214,5,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","BLUE"
2,"yellow",1,NA,8000,5,"easy",0,"MainBlock","PROLIFIC",NA,NA,"yellow",593,0,1606162359773,6,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","RED"
2,"green",1,NA,8000,5,"easy",0,"MainBlock","PROLIFIC",NA,NA,"green",601,0,1606162360373,7,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","GREEN"
2,"yellow",1,NA,8000,5,"easy",0,"MainBlock","PROLIFIC",NA,NA,"yellow",632,0,1606162360982,8,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","RED"
2,"red",1,NA,8000,5,"easy",0,"MainBlock","PROLIFIC",NA,NA,"red",665,0,1606162361621,9,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","BLUE"
2,"yellow",1,NA,8000,5,"easy",0,"MainBlock","PROLIFIC",NA,NA,"yellow",920,0,1606162362294,10,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","YELLOW"
2,"blue",1,NA,8000,5,"easy",0,"MainBlock","PROLIFIC",NA,NA,"blue",576,0,1606162363222,11,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","BLUE"
2,"red",1,NA,8000,5,"easy",0,"MainBlock","PROLIFIC",NA,NA,"red",552,0,1606162363806,12,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","RED"
2,"",NA,NA,8000,5,"easy",0,"MainBlock","PROLIFIC",1,0.1,"",NA,0,NA,NA,"","5bad4be8b712f30001b87947:TSS-Stress_20201122",""
2,"blue",1,NA,8000,6,"easy",0,"MainBlock","PROLIFIC",NA,NA,"blue",670,0,1606162371920,1,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","BLUE"
2,"red",1,NA,8000,6,"easy",0,"MainBlock","PROLIFIC",NA,NA,"red",1369,0,1606162372597,2,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","GREEN"
2,"blue",1,NA,8000,6,"easy",0,"MainBlock","PROLIFIC",NA,NA,"blue",713,0,1606162373973,3,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","BLUE"
2,"yellow",1,NA,8000,6,"easy",0,"MainBlock","PROLIFIC",NA,NA,"yellow",1105,0,1606162374693,4,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","RED"
2,"blue",1,NA,8000,6,"easy",0,"MainBlock","PROLIFIC",NA,NA,"blue",719,0,1606162375807,5,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","BLUE"
2,"yellow",1,NA,8000,6,"easy",0,"MainBlock","PROLIFIC",NA,NA,"yellow",632,0,1606162376533,6,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","RED"
2,"green",1,NA,8000,6,"easy",0,"MainBlock","PROLIFIC",NA,NA,"green",713,0,1606162377172,7,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","GREEN"
2,"red",1,NA,8000,6,"easy",0,"MainBlock","PROLIFIC",NA,NA,"red",706,0,1606162377892,8,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","BLUE"
2,"yellow",1,NA,8000,6,"easy",0,"MainBlock","PROLIFIC",NA,NA,"yellow",625,0,1606162378605,9,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","YELLOW"
2,"red",1,NA,8000,6,"easy",0,"MainBlock","PROLIFIC",NA,NA,"red",513,0,1606162379237,10,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","GREEN"
2,"",NA,NA,8000,6,"easy",0.02,"MainBlock","PROLIFIC",1,7.8,"",NA,0,NA,NA,"","5bad4be8b712f30001b87947:TSS-Stress_20201122",""
2,"red",1,NA,8000,7,"easy",0,"MainBlock","PROLIFIC",NA,NA,"red",822,0,1606162387119,1,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","BLUE"
2,"green",0,NA,8000,7,"easy",0,"MainBlock","PROLIFIC",NA,NA,"blue",608,0,1606162387949,2,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","GREEN"
2,"red",1,NA,8000,7,"easy",0,"MainBlock","PROLIFIC",NA,NA,"red",1010,0,1606162388564,3,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","RED"
2,"blue",1,NA,8000,7,"easy",0,"MainBlock","PROLIFIC",NA,NA,"blue",720,0,1606162389581,4,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","GREEN"
2,"red",1,NA,8000,7,"easy",0,"MainBlock","PROLIFIC",NA,NA,"red",777,0,1606162390308,5,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","RED"
2,"yellow",1,NA,8000,7,"easy",0,"MainBlock","PROLIFIC",NA,NA,"yellow",526,0,1606162391095,6,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","GREEN"
2,"blue",0,NA,8000,7,"easy",0,"MainBlock","PROLIFIC",NA,NA,"green",592,0,1606162391629,7,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","BLUE"
2,"yellow",1,NA,8000,7,"easy",0,"MainBlock","PROLIFIC",NA,NA,"yellow",888,0,1606162392229,8,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","RED"
2,"green",1,NA,8000,7,"easy",0,"MainBlock","PROLIFIC",NA,NA,"green",472,0,1606162393125,9,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","GREEN"
2,"yellow",0,NA,8000,7,"easy",0,"MainBlock","PROLIFIC",NA,NA,"red",689,0,1606162393604,10,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","BLUE"
2,"",NA,NA,8000,7,"easy",0,"MainBlock","PROLIFIC",0,0.5,"",NA,0,NA,NA,"","5bad4be8b712f30001b87947:TSS-Stress_20201122",""
2,"blue",1,NA,8000,8,"easy",0,"MainBlock","PROLIFIC",NA,NA,"blue",605,0,1606162403489,1,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","BLUE"
2,"red",1,NA,8000,8,"easy",0,"MainBlock","PROLIFIC",NA,NA,"red",720,0,1606162404101,2,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","GREEN"
2,"yellow",1,NA,8000,8,"easy",0,"MainBlock","PROLIFIC",NA,NA,"yellow",529,0,1606162404828,3,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","YELLOW"
2,"red",1,NA,8000,8,"easy",0,"MainBlock","PROLIFIC",NA,NA,"red",474,0,1606162405364,4,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","BLUE"
2,"blue",1,NA,8000,8,"easy",0,"MainBlock","PROLIFIC",NA,NA,"blue",721,0,1606162405845,5,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","RED"
2,"yellow",1,NA,8000,8,"easy",0,"MainBlock","PROLIFIC",NA,NA,"yellow",713,0,1606162406573,6,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","YELLOW"
2,"green",1,NA,8000,8,"easy",0,"MainBlock","PROLIFIC",NA,NA,"green",617,0,1606162407293,7,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","GREEN"
2,"red",1,NA,8000,8,"easy",0,"MainBlock","PROLIFIC",NA,NA,"red",784,0,1606162407918,8,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","BLUE"
2,"yellow",1,NA,8000,8,"easy",0,"MainBlock","PROLIFIC",NA,NA,"yellow",465,0,1606162408709,9,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","YELLOW"
2,"blue",1,NA,8000,8,"easy",0,"MainBlock","PROLIFIC",NA,NA,"blue",577,0,1606162409181,10,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","GREEN"
2,"yellow",0,NA,8000,8,"easy",0,"MainBlock","PROLIFIC",NA,NA,"red",592,0,1606162409766,11,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","YELLOW"
2,"green",1,NA,8000,8,"easy",0,"MainBlock","PROLIFIC",NA,NA,"green",953,0,1606162410365,12,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","RED"
2,"",NA,NA,8000,8,"easy",0,"MainBlock","PROLIFIC",0,7.7,"",NA,0,NA,NA,"","5bad4be8b712f30001b87947:TSS-Stress_20201122",""
3,"red",1,NA,8000,1,"hard",0,"MainBlock","PROLIFIC",NA,NA,"red",817,0,1606162425885,1,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","YELLOW"
3,"blue",1,NA,8000,1,"hard",0,"MainBlock","PROLIFIC",NA,NA,"blue",528,0,1606162426709,2,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","BLUE"
3,"red",1,NA,8000,1,"hard",0,"MainBlock","PROLIFIC",NA,NA,"red",512,0,1606162427245,3,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","RED"
3,"yellow",1,NA,8000,1,"hard",0,"MainBlock","PROLIFIC",NA,NA,"yellow",624,0,1606162427765,4,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","GREEN"
3,"green",1,NA,8000,1,"hard",0,"MainBlock","PROLIFIC",NA,NA,"green",617,0,1606162428396,5,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","BLUE"
3,"blue",1,NA,8000,1,"hard",0,"MainBlock","PROLIFIC",NA,NA,"blue",776,0,1606162429021,6,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","RED"
3,"green",1,NA,8000,1,"hard",0,"MainBlock","PROLIFIC",NA,NA,"green",768,0,1606162429805,7,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","GREEN"
3,"red",0,NA,8000,1,"hard",0,"MainBlock","PROLIFIC",NA,NA,"yellow",822,0,1606162430583,8,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","YELLOW"
3,"blue",1,NA,8000,1,"hard",0,"MainBlock","PROLIFIC",NA,NA,"blue",888,0,1606162431413,9,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","BLUE"
3,"yellow",0,NA,8000,1,"hard",0,"MainBlock","PROLIFIC",NA,NA,"red",816,0,1606162432309,10,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","GREEN"
3,"",NA,NA,8000,1,"hard",0,"MainBlock","PROLIFIC",1,9.5,"",NA,0,NA,NA,"","5bad4be8b712f30001b87947:TSS-Stress_20201122",""
3,"yellow",0,NA,8000,2,"hard",0,"MainBlock","PROLIFIC",NA,NA,"red",887,0,1606162441590,1,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","RED"
3,"green",1,NA,8000,2,"hard",0,"MainBlock","PROLIFIC",NA,NA,"green",1337,0,1606162442484,2,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","GREEN"
3,"blue",1,NA,8000,2,"hard",0,"MainBlock","PROLIFIC",NA,NA,"blue",654,0,1606162443831,3,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","YELLOW"
3,"green",1,NA,8000,2,"hard",0,"MainBlock","PROLIFIC",NA,NA,"green",584,0,1606162444493,4,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","GREEN"
3,"yellow",1,NA,8000,2,"hard",0,"MainBlock","PROLIFIC",NA,NA,"yellow",689,0,1606162445084,5,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","BLUE"
3,"red",1,NA,8000,2,"hard",0,"MainBlock","PROLIFIC",NA,NA,"red",633,0,1606162445780,6,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","RED"
3,"green",1,NA,8000,2,"hard",0,"MainBlock","PROLIFIC",NA,NA,"green",513,0,1606162446420,7,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","GREEN"
3,"blue",1,NA,8000,2,"hard",0,"MainBlock","PROLIFIC",NA,NA,"blue",521,0,1606162446940,8,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","YELLOW"
3,"red",1,NA,8000,2,"hard",0,"MainBlock","PROLIFIC",NA,NA,"red",608,0,1606162447469,9,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","RED"
3,"green",1,NA,8000,2,"hard",0,"MainBlock","PROLIFIC",NA,NA,"green",816,0,1606162448084,10,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","BLUE"
3,"",NA,NA,8000,2,"hard",0.018,"MainBlock","PROLIFIC",0,0,"",NA,0,NA,NA,"","5bad4be8b712f30001b87947:TSS-Stress_20201122",""
3,"yellow",1,NA,8000,3,"hard",0,"MainBlock","PROLIFIC",NA,NA,"yellow",807,0,1606162457518,1,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","BLUE"
3,"red",1,NA,8000,3,"hard",0,"MainBlock","PROLIFIC",NA,NA,"red",416,0,1606162458332,2,"congruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","RED"
3,"yellow",1,NA,8000,3,"hard",0,"MainBlock","PROLIFIC",NA,NA,"yellow",392,0,1606162458756,3,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","BLUE"
3,"blue",1,NA,8000,3,"hard",0,"MainBlock","PROLIFIC",NA,NA,"blue",921,0,1606162459155,4,"incongruent","5bad4be8b712f30001b87947:TSS-Stress_20201122","GREEN"
